1502554079.065807819366455078125;67072.0
1502554079.6981651782989501953125;78848.0
1502554084.5281164646148681640625;113920.0
1502554084.792385101318359375;90624.0
1502554085.907207489013671875;66304.0
1502554090.520294189453125;88064.0
1502554092.3070328235626220703125;88064.0
1502554092.7786023616790771484375;89344.0
1502554096.3055512905120849609375;65024.0
1502554096.528496265411376953125;58624.0
1502554097.718482494354248046875;64512.0
1502554109.4835631847381591796875;91904.0
1502554112.7828991413116455078125;93440.0
1502554113.2906758785247802734375;84736.0
1502554114.7831208705902099609375;116224.0
1502554114.9556543827056884765625;92416.0
1502554119.144070148468017578125;116736.0
1502554120.605716228485107421875;92160.0
1502554124.3435962200164794921875;90112.0
1502554135.6105563640594482421875;170240.0
1502554136.342545032501220703125;82432.0
1502554137.6037452220916748046875;149760.0
1502554138.08754253387451171875;59648.0
1502554138.1554381847381591796875;86016.0
1502554140.459503650665283203125;57088.0
1502554141.7884461879730224609375;87040.0
1502554142.2834742069244384765625;117248.0
1502554142.5850658416748046875;89856.0
1502554142.9389846324920654296875;92160.0
1502554143.3198797702789306640625;56576.0
1502554143.8712036609649658203125;68608.0
1502554151.8326623439788818359375;84736.0
1502554153.9794089794158935546875;115968.0
1502554155.210299968719482421875;83200.0
1502554157.0506083965301513671875;135936.0
1502554158.032213687896728515625;62976.0
1502554158.9331533908843994140625;93184.0
1502554160.94363689422607421875;92416.0
1502554164.8257801532745361328125;93440.0
1502554165.1397082805633544921875;92672.0
1502554167.17092037200927734375;76544.0
1502554168.352385997772216796875;124160.0
1502554169.64411830902099609375;114944.0
1502554169.6871740818023681640625;90624.0
1502554171.8634836673736572265625;142336.0
1502554172.7211515903472900390625;91392.0
1502554172.7812821865081787109375;68864.0
1502554177.871532440185546875;117248.0
1502554177.892015933990478515625;81152.0
1502554178.2522556781768798828125;91136.0
1502554179.322806835174560546875;86528.0
1502554180.742972850799560546875;91392.0
1502554181.0350153446197509765625;91136.0
1502554181.5274612903594970703125;100608.0
1502554182.0820834636688232421875;91392.0
1502554182.16718578338623046875;91648.0
1502554183.358373165130615234375;123392.0
1502554183.931294918060302734375;81664.0
1502554184.9939725399017333984375;115712.0
1502554184.9973285198211669921875;83968.0
1502554185.523389339447021484375;113664.0
1502554186.0887506008148193359375;82432.0
1502554186.0957496166229248046875;79104.0
1502554186.48811817169189453125;115456.0
1502554186.944833278656005859375;128000.0
1502554187.454299449920654296875;99840.0
1502554187.5130460262298583984375;95232.0
1502554187.6517817974090576171875;233472.0
1502554189.055729389190673828125;64256.0
1502554189.6403827667236328125;93696.0
1502554190.0117332935333251953125;90624.0
1502554191.2520008087158203125;144384.0
1502554193.358813762664794921875;69120.0
1502554194.64325714111328125;73472.0
1502554195.0026080608367919921875;58368.0
1502554195.59667873382568359375;116224.0
1502554196.181019306182861328125;72960.0
1502554196.64002227783203125;66048.0
1502554199.6619455814361572265625;58112.0
1502554199.9935686588287353515625;78080.0
1502554200.3713858127593994140625;72192.0
1502554201.3106997013092041015625;83456.0
1502554201.3250524997711181640625;59904.0
1502554201.519290924072265625;76800.0
1502554202.39351654052734375;77568.0
1502554202.6312725543975830078125;89600.0
1502554202.7673587799072265625;111360.0
1502554203.5513842105865478515625;61696.0
1502554204.8195545673370361328125;86016.0
1502554205.111519336700439453125;128256.0
1502554205.6184346675872802734375;113920.0
1502554206.3803188800811767578125;105728.0
1502554207.0908253192901611328125;70912.0
1502554207.4416134357452392578125;116224.0
1502554208.3122756481170654296875;116224.0
1502554208.4390652179718017578125;91904.0
1502554208.7268488407135009765625;90880.0
1502554211.658426761627197265625;77312.0
1502554212.0401237010955810546875;172032.0
1502554212.9036815166473388671875;115968.0
1502554213.3749849796295166015625;66560.0
1502554214.4985067844390869140625;84992.0
1502554214.74453258514404296875;88064.0
1502554215.4645321369171142578125;82688.0
1502554217.0297744274139404296875;78336.0
1502554217.289348602294921875;99072.0
1502554217.68710803985595703125;91136.0
1502554218.087184429168701171875;87040.0
1502554218.4997081756591796875;70400.0
1502554219.939383983612060546875;90112.0
1502554220.504751682281494140625;196864.0
1502554220.6122429370880126953125;76800.0
1502554220.629734516143798828125;88064.0
1502554220.687021732330322265625;78080.0
1502554220.714782238006591796875;80128.0
1502554221.056313037872314453125;75264.0
1502554221.4777452945709228515625;118016.0
1502554221.5668432712554931640625;83456.0
1502554222.8454735279083251953125;64256.0
1502554223.9761464595794677734375;114176.0
1502554225.2252304553985595703125;81152.0
1502554225.5356495380401611328125;89856.0
1502554225.67986202239990234375;84992.0
1502554226.578052043914794921875;129792.0
1502554226.8951566219329833984375;92672.0
1502554227.3242790699005126953125;92160.0
1502554228.5688953399658203125;71424.0
1502554229.028513431549072265625;88832.0
1502554229.6316928863525390625;114688.0
1502554231.4042694568634033203125;90112.0
1502554231.972620487213134765625;91392.0
1502554232.6522915363311767578125;117248.0
1502554232.9160344600677490234375;88064.0
1502554234.579088687896728515625;82432.0
1502554236.78027820587158203125;115200.0
1502554239.025407314300537109375;68352.0
1502554240.2550141811370849609375;90624.0
1502554240.884002208709716796875;91136.0
1502554241.5614950656890869140625;114176.0
1502554241.735092639923095703125;80640.0
1502554242.6831438541412353515625;114176.0
1502554243.09430599212646484375;77312.0
1502554243.17254161834716796875;75776.0
1502554247.7276256084442138671875;168448.0
1502554248.7281582355499267578125;113664.0
1502554249.60233783721923828125;98816.0
1502554249.651730060577392578125;69376.0
1502554250.5075895786285400390625;92416.0
1502554250.599370479583740234375;93184.0
1502554250.7313594818115234375;92416.0
1502554252.0862457752227783203125;68864.0
1502554253.21916103363037109375;89600.0
1502554253.2563469409942626953125;120832.0
1502554254.26147365570068359375;115712.0
1502554254.381639957427978515625;141824.0
1502554255.214603900909423828125;103936.0
1502554255.563039302825927734375;91648.0
1502554256.238622188568115234375;66816.0
1502554256.814496517181396484375;76288.0
1502554257.863039493560791015625;59392.0
1502554258.06351757049560546875;86016.0
1502554260.9329202175140380859375;61696.0
1502554263.22686004638671875;64000.0
1502554263.68769741058349609375;75008.0
1502554264.080081939697265625;93184.0
1502554264.9515640735626220703125;102144.0
1502554265.162370204925537109375;81152.0
1502554267.3003604412078857421875;56576.0
1502554267.333178043365478515625;90880.0
1502554267.54510593414306640625;114176.0
1502554267.5974895954132080078125;91648.0
1502554267.8469350337982177734375;78592.0
1502554268.372377872467041015625;78592.0
1502554268.9147045612335205078125;81408.0
1502554270.5526325702667236328125;136192.0
1502554273.0483438968658447265625;90880.0
1502554273.6943950653076171875;132608.0
1502554274.0338115692138671875;80384.0
1502554279.5117433071136474609375;86272.0
1502554280.023875713348388671875;115456.0
1502554281.58730220794677734375;122880.0
1502554281.6626336574554443359375;68864.0
1502554281.687609195709228515625;132864.0
1502554282.977443218231201171875;70144.0
1502554283.5645453929901123046875;120064.0
1502554283.59644317626953125;84992.0
1502554283.706966876983642578125;76288.0
1502554284.0587975978851318359375;118272.0
1502554285.0511357784271240234375;88320.0
1502554285.0516450405120849609375;89600.0
1502554285.6457283496856689453125;68608.0
1502554286.087070465087890625;96256.0
1502554286.41119289398193359375;102656.0
1502554286.964788913726806640625;92672.0
1502554287.54638385772705078125;115968.0
1502554288.019474506378173828125;83456.0
1502554288.732914447784423828125;67840.0
1502554289.048469066619873046875;175872.0
1502554289.9833114147186279296875;57600.0
1502554290.0645015239715576171875;84480.0
1502554291.0905640125274658203125;65024.0
1502554291.5409567356109619140625;91392.0
1502554292.2625339031219482421875;91648.0
1502554292.3321254253387451171875;87552.0
1502554292.7813808917999267578125;92160.0
1502554293.557861804962158203125;94208.0
1502554294.5834903717041015625;90880.0
1502554296.5396530628204345703125;57856.0
1502554296.9610559940338134765625;85760.0
1502554297.7265717983245849609375;111872.0
1502554298.503472805023193359375;83456.0
1502554299.2515621185302734375;115712.0
1502554299.4989097118377685546875;70656.0
1502554301.1014058589935302734375;116992.0
1502554301.865167140960693359375;114688.0
1502554302.8842279911041259765625;118272.0
1502554302.9184024333953857421875;100096.0
1502554304.219860076904296875;68608.0
1502554305.27204036712646484375;116736.0
1502554305.8585855960845947265625;91136.0
1502554307.0617630481719970703125;145664.0
1502554308.9565582275390625;85760.0
1502554309.763885974884033203125;120064.0
1502554309.868195056915283203125;127488.0
1502554310.41774272918701171875;111872.0
1502554313.4916737079620361328125;96000.0
1502554313.55137920379638671875;75520.0
1502554313.7715384960174560546875;96512.0
1502554317.24638080596923828125;62720.0
1502554319.0028669834136962890625;63488.0
1502554320.14475727081298828125;84736.0
1502554320.8044388294219970703125;60672.0
1502554321.8382670879364013671875;85248.0
1502554323.2060167789459228515625;82432.0
1502554323.258713245391845703125;58624.0
1502554324.1393411159515380859375;94208.0
1502554324.4477951526641845703125;89344.0
1502554324.626671314239501953125;69120.0
1502554325.3805248737335205078125;119040.0
1502554325.6565887928009033203125;84736.0
1502554326.1202275753021240234375;83712.0
1502554326.7153298854827880859375;104448.0
1502554327.5264072418212890625;96768.0
1502554329.6166155338287353515625;118016.0
1502554334.47239971160888671875;119808.0
1502554334.5674917697906494140625;139264.0
1502554335.123817920684814453125;116224.0
1502554335.6477406024932861328125;92416.0
1502554336.8008964061737060546875;104192.0
1502554338.3325660228729248046875;91648.0
1502554338.4879024028778076171875;112640.0
1502554338.6878387928009033203125;126208.0
1502554343.0013287067413330078125;136448.0
1502554344.275017261505126953125;46080.0
1502554346.046018123626708984375;118016.0
1502554349.7430713176727294921875;84480.0
1502554349.9507005214691162109375;61696.0
1502554350.7632758617401123046875;87552.0
1502554350.955663204193115234375;87296.0
1502554351.48077869415283203125;92160.0
1502554351.778961181640625;91904.0
1502554352.05513286590576171875;114944.0
1502554353.882727146148681640625;58112.0
1502554354.24907398223876953125;76544.0
1502554354.6403176784515380859375;114944.0
1502554355.0670773983001708984375;93184.0
1502554355.2732942104339599609375;116992.0
1502554355.994098186492919921875;50688.0
1502554359.2829303741455078125;89856.0
1502554359.3633787631988525390625;89600.0
1502554359.8093512058258056640625;90112.0
1502554360.4387838840484619140625;92672.0
1502554360.7409327030181884765625;95232.0
1502554361.8251190185546875;88320.0
1502554363.909224987030029296875;95744.0
1502554365.51217937469482421875;114944.0
1502554365.573746204376220703125;124160.0
1502554366.9176919460296630859375;91392.0
1502554367.09063720703125;140544.0
1502554368.723424434661865234375;74240.0
1502554369.7049114704132080078125;118784.0
1502554369.9112231731414794921875;128256.0
1502554372.348143100738525390625;84736.0
1502554373.4746196269989013671875;80640.0
1502554373.7517082691192626953125;134656.0
1502554373.8838589191436767578125;91904.0
1502554374.5790884494781494140625;113152.0
1502554375.3123142719268798828125;149504.0
1502554376.3737404346466064453125;59392.0
1502554377.844272136688232421875;60416.0
