0;0.01;0.02;0.03;0.04;0.05;0.06;0.07;0.08;0.09;0.1;0.11;0.12;0.13;0.14;0.15;0.16;0.17;0.18;0.19;0.2;0.21;0.22;0.23;0.24;0.25;0.26;0.27;0.28;0.29;0.3;0.31;0.32;0.33;0.34;0.35;0.36;0.37;0.38;0.39;0.4;0.41;0.42;0.43;0.44;0.45;0.46;0.47;0.48;0.49;0.5;0.51;0.52;0.53;0.54;0.55;0.56;0.57;0.58;0.59;0.6;0.61;0.62;0.63;0.64;0.65;0.66;0.67;0.68;0.69;0.7;0.71;0.72;0.73;0.74;0.75;0.76;0.77;0.78;0.79;0.8;0.81;0.82;0.83;0.84;0.85;0.86;0.87;0.88;0.89;0.9;0.91;0.92;0.93;0.94;0.95;0.96;0.97;0.98;0.99;numberOfRessources;numberOfWorkloadClasses;varianceInflationFactor;utilizationArtihmeticMean;
0.83903746;0.79298808;0.74772763;0.7025874;0.65823386;0.61363037;0.56895992;0.52344937;0.47809144;0.43179116;0.3847992;0.33913052;0.30212185;0.27065399;0.2482678;0.2363827;0.23243987;0.233483;0.23809851;0.24684941;0.25869602;0.27338527;0.28905519;0.30526578;0.32146614;0.33638285;0.35036297;0.36326422;0.37508095;0.3870166;0.39882808;0.41004663;0.41869186;0.42654656;0.43327977;0.43925948;0.44456671;0.44839306;0.45131743;0.45320491;0.4547918;0.45637957;0.4579682;0.45955771;0.46089121;0.46174194;0.46238108;0.46271201;0.46304299;0.46337399;0.46370504;0.46403613;0.46436725;0.46469841;0.46502961;0.46536084;0.46569212;0.46602343;0.46635478;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;0.46657252;1;3;1.58898487;74.08775287;
0.63792749;0.57912327;0.5181915;0.45928463;0.40610314;0.35897474;0.31965167;0.29365924;0.27777999;0.27012799;0.26758218;0.27214058;0.28143665;0.29167056;0.30321715;0.31626512;0.32945468;0.34318586;0.35702244;0.37200519;0.3857569;0.39894941;0.41155608;0.42237015;0.43241705;0.44105387;0.44799592;0.45397438;0.45915755;0.46387426;0.46795271;0.47178225;0.47561705;0.47932519;0.48270195;0.48506987;0.48684048;0.48817669;0.48912182;0.48995931;0.4905682;0.49109963;0.49163117;0.49216281;0.49269454;0.49322638;0.49358581;0.49381692;0.49404805;0.4942792;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;0.49431133;1;3;1.32754962;73.73900862;
0.92454997;0.87222891;0.81789833;0.76134538;0.70232583;0.64055812;0.57571584;0.50741836;0.43641157;0.36415463;0.2942055;0.24171247;0.21135904;0.20400148;0.20589927;0.20883538;0.21050012;0.21133369;0.21171739;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;0.21179821;1;2;1.28542828;73.84662366;
0.90310263;0.84831078;0.79240817;0.73482936;0.67578402;0.61505763;0.55526881;0.49810493;0.44618761;0.39816507;0.35622202;0.32174979;0.29642443;0.27878387;0.26698002;0.26002471;0.25738434;0.25823337;0.26224162;0.2681133;0.27570639;0.2842265;0.29367654;0.30365111;0.31397385;0.32496722;0.33595346;0.34716277;0.35806815;0.36872494;0.37857368;0.38824008;0.39815571;0.40698174;0.41542349;0.42290648;0.42997918;0.43609372;0.4414587;0.44626622;0.44990254;0.45315006;0.45585044;0.45831551;0.46012309;0.4616667;0.46300673;0.46434882;0.46569159;0.46681767;0.46746328;0.46802279;0.46833987;0.46865698;0.46897413;0.46929132;0.46960854;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;0.4697969;1;3;1.69296165;74.14941954;
0.9487837;0.8928725;0.8354369;0.77669808;0.71701978;0.65762027;0.60165751;0.5524239;0.50908046;0.47011079;0.43474313;0.40802661;0.38806755;0.37313063;0.36250356;0.35551285;0.35232662;0.35032852;0.34889379;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;0.34860426;1;3;1.37590692;74.58217797;
0.82818823;0.77613375;0.72337302;0.67179449;0.6212504;0.57491404;0.5317762;0.4902623;0.45162356;0.41602154;0.38099139;0.34607255;0.31503881;0.28790538;0.26622322;0.25076449;0.24247418;0.24096484;0.24527859;0.25547434;0.26939395;0.28600426;0.30521086;0.32960637;0.35641135;0.3820838;0.40762585;0.43030403;0.4509274;0.46950372;0.48628151;0.50064097;0.51132406;0.51881873;0.52466203;0.52906276;0.53222609;0.53469893;0.53678575;0.53816422;0.53930605;0.54008238;0.54061958;0.54094639;0.54118823;0.54138235;0.54157655;0.54177084;0.54190049;0.54198393;0.54206738;0.54215085;0.54223433;0.54231783;0.54240135;0.54248488;0.54256843;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;0.54260881;1;3;1.43961189;73.57154762;
0.83609515;0.78558256;0.73461482;0.68473503;0.63835376;0.59521786;0.55537458;0.51887269;0.48433369;0.45127767;0.41913655;0.3869178;0.35631837;0.32886663;0.30596435;0.28631821;0.2697481;0.25630276;0.24875296;0.24894792;0.25695479;0.26990796;0.28745096;0.30817054;0.32894411;0.35049789;0.37276968;0.39518344;0.41670695;0.4373174;0.45592301;0.47319418;0.48853802;0.50095566;0.51176044;0.52146421;0.52977747;0.53671629;0.54346821;0.54842054;0.55268835;0.55583977;0.55788321;0.55938048;0.56028657;0.56077103;0.56118313;0.56151764;0.56180825;0.56201658;0.5621737;0.56227153;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;0.56230555;1;3;1.22887514;73.44515789;
0.91750794;0.8613509;0.80348965;0.744759;0.68498216;0.62567522;0.56676789;0.51591068;0.4712884;0.43544095;0.40727264;0.38603387;0.37286348;0.36444362;0.36087817;0.35862284;0.35744089;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;0.35707778;1;3;1.31099999;75.14922881;
0.88322376;0.8252498;0.76511524;0.70381078;0.64309595;0.58315117;0.52717223;0.48118701;0.4415412;0.40808156;0.38475552;0.36847626;0.35885646;0.35200414;0.34849545;0.3462187;0.3455956;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;0.34536102;1;3;1.2785001;74.44778161;
