$11;1502548431678507234;public abstract org.mybatis.jpetstore.domain.Product org.mybatis.jpetstore.persistence.ProductMapper.getProduct(java.lang.String);node0ra4co6lgzoue1r2xiqgpr9st217217;26177172834161565;1502548431678426571;1502548431678506996;KIEKER-DEMO-SRV;1;1
$11;1502548431678508449;public org.mybatis.jpetstore.domain.Product org.mybatis.jpetstore.service.CatalogService.getProduct(java.lang.String);node0ra4co6lgzoue1r2xiqgpr9st217217;26177172834161565;1502548431678423565;1502548431678508398;KIEKER-DEMO-SRV;0;0
$11;1502548431682527670;public abstract java.util.List org.mybatis.jpetstore.persistence.ItemMapper.getItemListByProduct(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161566;1502548431682379651;1502548431682526912;KIEKER-DEMO-SRV;1;1
$11;1502548431682536583;public java.util.List org.mybatis.jpetstore.service.CatalogService.getItemListByProduct(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161566;1502548431682374481;1502548431682536521;KIEKER-DEMO-SRV;0;0
$11;1502548431682566800;public abstract org.mybatis.jpetstore.domain.Product org.mybatis.jpetstore.persistence.ProductMapper.getProduct(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161567;1502548431682542883;1502548431682566728;KIEKER-DEMO-SRV;1;1
$11;1502548431682567207;public org.mybatis.jpetstore.domain.Product org.mybatis.jpetstore.service.CatalogService.getProduct(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161567;1502548431682540146;1502548431682567161;KIEKER-DEMO-SRV;0;0
$11;1502548431686678860;public abstract int org.mybatis.jpetstore.persistence.ItemMapper.getInventoryQuantity(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161568;1502548431686471145;1502548431686678250;KIEKER-DEMO-SRV;1;1
$11;1502548431686686936;public boolean org.mybatis.jpetstore.service.CatalogService.isItemInStock(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161568;1502548431686465631;1502548431686686866;KIEKER-DEMO-SRV;0;0
$11;1502548431686913310;public abstract org.mybatis.jpetstore.domain.Item org.mybatis.jpetstore.persistence.ItemMapper.getItem(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161569;1502548431686693176;1502548431686913091;KIEKER-DEMO-SRV;1;1
$11;1502548431686914192;public org.mybatis.jpetstore.domain.Item org.mybatis.jpetstore.service.CatalogService.getItem(java.lang.String);node013g7gslck930g1sw5hqyefupga15573;26177172834161569;1502548431686690670;1502548431686914135;KIEKER-DEMO-SRV;0;0
$11;1502548431692910986;public abstract java.util.List org.mybatis.jpetstore.persistence.ProductMapper.getProductListByCategory(java.lang.String);node0tk4iynadbqplncfxpvwp1pyx17280;26177172834161570;1502548431692838391;1502548431692910382;KIEKER-DEMO-SRV;1;1
$11;1502548431692942183;public java.util.List org.mybatis.jpetstore.service.CatalogService.getProductListByCategory(java.lang.String);node0tk4iynadbqplncfxpvwp1pyx17280;26177172834161570;1502548431692832897;1502548431692942007;KIEKER-DEMO-SRV;0;0
$11;1502548431692983168;public abstract org.mybatis.jpetstore.domain.Category org.mybatis.jpetstore.persistence.CategoryMapper.getCategory(java.lang.String);node0tk4iynadbqplncfxpvwp1pyx17280;26177172834161571;1502548431692949501;1502548431692983080;KIEKER-DEMO-SRV;1;1
$11;1502548431692983538;public org.mybatis.jpetstore.domain.Category org.mybatis.jpetstore.service.CatalogService.getCategory(java.lang.String);node0tk4iynadbqplncfxpvwp1pyx17280;26177172834161571;1502548431692946581;1502548431692983487;KIEKER-DEMO-SRV;0;0
$11;1502548431727066336;public abstract java.util.List org.mybatis.jpetstore.persistence.ItemMapper.getItemListByProduct(java.lang.String);<no-session-id>;26177172834161572;1502548431726924286;1502548431727065639;KIEKER-DEMO-SRV;1;1
$11;1502548431727102472;public java.util.List org.mybatis.jpetstore.service.CatalogService.getItemListByProduct(java.lang.String);<no-session-id>;26177172834161572;1502548431726918795;1502548431727102089;KIEKER-DEMO-SRV;0;0
